pertanyaan,jawaban
apa isi dari pasal 213 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dipidana dengan pidana penjara paling lama 4 (empat) tahun, setiap orang yang dalam waktu perang, tanpa tujuan membantu musuh atau merugikan negara untuk menguntongkan musuh:"
apa isi dari pasal 213 ayat (0) huruf a,"isi dari pasal tersebut adalah: memberi	fasilitas,	tempat	menumpang, menyembunyikan, atau membantu mata-mata musuh; atau"
apa isi dari pasal 213 ayat (0) huruf b,"isi dari pasal tersebut adalah: mengakibatkan atau memudahkan desersi di kalangan
tentara."
apa isi dari pasal 214 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dipidana dengan pidana penjara paling lama 5 (lima) tahun, setiap orang yang:"
apa isi dari pasal 214 ayat (0) huruf a,isi dari pasal tersebut adalah: dalam waktu perang dengan perbuatan curang menyerahkan barang keperluan tentara; atau
apa isi dari pasal 214 ayat (0) huruf b,isi dari pasal tersebut adalah: ditugaskan untuk mengawasi penyerahan barang sebagaimana dimaksud dalam huruf a membiarkan perbuatan curang tersebut.
apa isi dari pasal 215 ayat (0) huruf 0,"isi dari pasal tersebut adalah: ketentuan pidana sebagaimana dimaksud dalam pasal 210 sampai dengan pasal 214 berlaku juga, jika salah satu dari perbuatan tersebut dilakukan terhadap atau berkaitan dengan negara sekutu dalam perang bersama."
apa isi dari pasal 216 ayat (0) huruf 0,isi dari pasal tersebut adalah: setiap orang yang melakukan permufakatan jahat dan persiapan untuk melakukan tindak pidana sebagaimana dimaksud dalam pasal 210 atau pasal 212 dipidana.
apa isi dari pasal 217 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyerang diri presiden dan/ atau wakil presiden yang tidak termasuk dalam ketentuan pidana yang lebih berat, dipidana dengan pidana penjara paling lama 5 (lima) tahun."
apa isi dari pasal 218 ayat (1) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang di muka umum menyerang kehormatan atau harkat dan martabat diri presiden dan/ atau wakil presiden, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 218 ayat (2) huruf 0,"isi dari pasal tersebut adalah: tidak merupakan penyerangan kehormatan atau harkat dan martabat sebagaimana dimaksud pada ayat (1), jika perbuatan dilakukan untuk kepentingan umum atau pembelaan diri."
apa isi dari pasal 219 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyiarkan, mempertunjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum, memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi penyerangan kehormatan atau harkat dan martabat terhadap presiden dan/ atau wakil presiden dengan maksud agar isinya diketahui atau lebih diketahui umum,  dipidana  dengan  pidana  penjara  paling  lama 4 (empat) tahun atau pidana denda paling banyak kategori iv.
"
apa isi dari pasal 220 ayat (1) huruf 0,isi dari pasal tersebut adalah: tindak pidana sebagaimana dimaksud dalam pasal 218 dan pasal 219 hanya dapat dituntut berdasarkan aduan.
apa isi dari pasal 220 ayat (2) huruf 0,isi dari pasal tersebut adalah: pengaduan sebagaimana dimaksud pada ayat (1) dapat dilakukan secara tertulis oleh presiden dan / atau wakil presiden.
apa isi dari pasal 221 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang melakukan makar dengan maksud untuk melepaskan wilayah negara sahabat, baik seluruh maupun sebagian dari kekuasaan pemerintah, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori v."
apa isi dari pasal 222 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang melakukan makar dengan maksud untuk menghapuskan atau mengubah dengan cara tidak sah bentuk pemerintahan yang ada dalam negara sahabat, dipidana dengan pidana penjara paling lama 3 (tiga) tahun 6 (enam) bulan atau pidana denda paling banyak kategori iv."
apa isi dari pasal 223 ayat (0) huruf 0,isi dari pasal tersebut adalah: setiap orang yang melakukan permufakatan jahat dari persiapan untuk melakukan tindak pidana sebagaimana dimaksud dalam pasal 221 dan pasal 222 dipidana.
apa isi dari pasal 224 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang melakukan makar dengan maksud membunuh atau merampas kemerdekaan kepala negara sahabat,  dipidana  dengan  pidana  penjara  paling  lama 12 (dua belas) tahun."
apa isi dari pasal 225 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyerang diri kepala negara sahabat dan wakil kepala negara sahabat yang tidak termasuk dalam ketentuan pidana yang lebih berat, dipidana dengan pidana penjara paling lama 3 (tiga) tahun 6 (enam) bulan."
apa isi dari pasal 226 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang di muka umum menyerang kehormatan atau harkat dan martabat diri kepala negara sahabat yang sedang menjalankan tugas kenegaraan di negara kesatuan republik indonesia, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii."
apa isi dari pasal 227 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang di muka umum menyerang kehormatan atau harkat dan martabat diri wakil dari negara sahabat yang bertugas di negara kesatuan republik indonesia, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii."
apa isi dari pasal 228 ayat (1) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyiarkan, mempertunjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum, memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi penyerangan kehormatan atau harkat dan martabat terhadap kepala negara sahabat atau wakil negara sahabat di negara kesatuan republik indonesia dengan maksud agar isi penyerangan kehormatan atau harkat dan martabat diketahui umum, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 228 ayat (2) huruf 0,"isi dari pasal tersebut adalah: jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan perbuatan tersebut dalam menjalankan profesinya dan pada waktu itu belum lewat 2 (dna) tahun sejak adanya putusan pemidanaan yang telah memperoleh kekuatan hukum tetap karena melakukan tindak pidana yang sama, dapat dijatuhi pidana tambahan berupa pencabutan hak sebagaimana dimaksud dalam pasal 86 huruf f."
apa isi dari pasal 229 ayat (1) huruf 0,isi dari pasal tersebut adalah: tindak pidana sebagaimana dimaksud dalam pasal 226 sampai dengan pasal 228 hanya dapat dituntut berdasarkan aduan.
apa isi dari pasal 229 ayat (2) huruf 0,isi dari pasal tersebut adalah: pengaduan sebagaimarıa dimaksud pada ayat (1) dapat dilakukan secara tertulis oleh kepala negara sahabat dan wakil negara sahabat.
apa isi dari pasal 230 ayat (0) huruf 0,isi dari pasal tersebut adalah: tindak pidana sebagaimana dimaksud dalam pasal 226 sampai dengan pasal 228 hanya dapat dituntut berdasarkan aduan.
apa isi dari pasal 231 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menodai bendera kebangsaan dari negara sahabat, dipidana dengan pidana penjara paling lama 2 (dna) tahun atau pidana denda paling banyak kategori iii."
apa isi dari pasal 232 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang dengan kekerasan atau ancaman kekerasan membubarkan rapat lembaga legislatif dan/ atau badan pemerintah atau memaksa lembaga dan/ atau badan tersebut agar mengambil atau tidak mengambil suatu kepotusan, atau mengusir pimpinan atau anggota rapat tersebut, dipidana dengan pidana penjara paling lama 6 (enam) tahun."
apa isi dari pasal 233 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang dengan kekerasan atau ancaman kekerasan merintangi pimpinan atau anggota lembaga legislatif dan/ atau badan pemerintah untuk menghadiri rapat lembaga dan/ atau badan tersebut, atau untuk menjalankan kewajiban dengan bebas dan tidak terganggu dalam rapat lembaga dan/atau badan tersebut, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iii."
apa isi dari pasal 234 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang merusak, merobek, menginjak-injak, membakar, atau melakukan perbuatan lain terhadap bendera negara dengan maksud menodai, menghina, atau merendahkan kehormatan bendera negara, dipidana dengan pidana penjara paling lama 3 (tiga) tahun am.n pidana denda paling banyak kategori iv."
apa isi dari pasal 235 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang:"
apa isi dari pasal 235 ayat (0) huruf a,isi dari pasal tersebut adalah: memakai bendera negara untuk reklame atau iklan komersial;
apa isi dari pasal 235 ayat (0) huruf b,"isi dari pasal tersebut adalah: mengibarkan bendera negara yang rusak, robek, luntur, kusut, atas kusam;"
apa isi dari pasal 235 ayat (0) huruf c,"isi dari pasal tersebut adalah: mencetak, menyulam, dan menulis huruf, angka, gambar atau tanda lain, atau memasang lencana atau benda apa pun pada bendera negara; atau"
apa isi dari pasal 235 ayat (0) huruf d,"isi dari pasal tersebut adalah: memakai bendera negara untuk langit-langit, atap, pembungkus barang, dan tutup barang yang dapat menurunkan kehormatan bendera negara."
apa isi dari pasal 236 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang mencoret, menulisi, menggambar atau menggambari, atau membuat rusak lambang negara dengan maksud menodai, menghina, atau merendahkan kehormatan lambang negara, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 237 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang:"
apa isi dari pasal 237 ayat (0) huruf a,"isi dari pasal tersebut adalah: menggunakan lambang negara yang rusak dan tidak sesuai dengan bentuk, warna, dan perbandingan ukuran;"
apa isi dari pasal 237 ayat (0) huruf b,"isi dari pasal tersebut adalah: membuat lambang untuk perseorangan, partai politik, perkumpulan, organisasi dan/ atau perusahaan yang sama atau menyerupai lambang negara; atau"
apa isi dari pasal 237 ayat (0) huruf c,isi dari pasal tersebut adalah: menggunakan lambang negara untuk keperluan selain yang diatur dalam ketentuan undang-undang.
apa isi dari pasal 238 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menodai atau menghina lagu kebangsaan dengan mengubah lagu kebangsaan dengan nada, irama, kata-kata, dan gubahan lain dengan maksud untuk menghina atau merendahkan kehormatan lagu kebangsaan, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv.
"
apa isi dari pasal 239 ayat (0) huruf 0,"isi dari pasal tersebut adalah: dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang menodai atau menghina lagu kebangsaan dengan:"
apa isi dari pasal 239 ayat (0) huruf a,"isi dari pasal tersebut adalah: memperdengarkan, menyanyikan, atau menyebarluaskan hasil ubahan lagu kebangsaan dengan maksud untuk tujuan komersial; atau"
apa isi dari pasal 239 ayat (0) huruf b,isi dari pasal tersebut adalah: menggunakan lagu kebangsaan untuk iklan dengan maksud untuk tujuan komersial.
apa isi dari pasal 240 ayat (1) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang di muka umum dengan lisan atas tulisan menghina pemerintah atau lembaga negara, dipidana dengan pidana penjara paling lama 1 (satu) tahun 6 (enam) bulan atau pidana denda paling banyak kategori ii."
apa isi dari pasal 240 ayat (2) huruf 0,"isi dari pasal tersebut adalah: dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) berakibat terjadinya kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 240 ayat (3) huruf 0,isi dari pasal tersebut adalah: tindak pidana sebagaimana dimaksud pada ayat (1) hanya dapat dituntut berdasarkan aduan pihak yang dihina.
apa isi dari pasal 240 ayat (4) huruf 0,isi dari pasal tersebut adalah: aduan sebagaimana dimaksud pada ayat (3) dilakukan secara tertulis oleh pimpinan pemerintah atau lembaga negara.
apa isi dari pasal 241 ayat (1) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyiarkan, mempertonjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum, memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi penghinaan terhadap pemerintah atau lembaga negara, dengan maksud agar isi penghinaan diketahui umum, dipidana dengan pidana penjara paling lama 3 (tiga} lahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 241 ayat (2) huruf 0,"isi dari pasal tersebut adalah: dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) berakibat terjadinya kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 241 ayat (3) huruf 0,isi dari pasal tersebut adalah: tindak pidana sebagaimana dimaksud pada ayat (1) hanya dapat dituntut berdasarkan aduan pihak yang dihina.
apa isi dari pasal 241 ayat (4) huruf 0,isi dari pasal tersebut adalah: aduan sebagaimana dimaksud pada ayat (3) dilakukan secara tertulis oleh pimpinan pemerintah atau lembaga negara.
apa isi dari pasal 242 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang di muka umum menyatakan perasaan permusuhan, kebencian, atau penghinaan terhadap satu atau beberapa golongan atau kelompok penduduk indonesia berdasarkan ras, kebangsaan, etnis, warna kulit, jenis kelamin, disabilitas mental, atau disabilitas fisik, dipidana dengan pidana penjara paling lama 3 (riga) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 243 ayat (1) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang menyiarkan, mempertunjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum atau memperdengarkan rekaman sehingga terdengar oleh umum atau menyebarluaskan dengan sarana teknologi informasi, yang berisi pernyataan perasaan permusuhan dengan maksud agar isinya diketahui atau lebih diketahui oleh umum, terhadap sa£u atau beberapa golongan atau kelompok penduduk indonesia berdasarkan ras, kebangsaan, etnis, warna kulit, agama, kepercayaan, jenis kelamin, disabilitas mental, atau disabilitas fisik yang berakibat timbulnya kekerasan terhadap orang atau barang, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori iv."
apa isi dari pasal 243 ayat (2) huruf 0,"isi dari pasal tersebut adalah: jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan tindak pidana tersebut dalam menjalankan profesinya dan pada waktu itu belum lewat 2 (dua) tahun sejak adanya putusan pemidanaan yang telah memperoleh kekuatan hukum tetap karena melakukan tindak pidana yang sama, pelaku dapat dijatuhi pidana tambahan berupa pencabutan hak sebagaimana dimaksud dalam pasal 86 huruf f."
apa isi dari pasal 244 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang melakukan pembedaan, pengecualian, pembatasan, atau pemilihan berdasarkan pada ras dan etnis yang mengakibatkan pencabutan atau pengurangan pengakuan, perolehan atau pelaksanaan hak asasi manusia dan kebebasan dasar dalam suatu kesetaraan di bidang sipil, politik, ekonomi, sosial, dan budaya, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori iii."
apa isi dari pasal 245 ayat (0) huruf 0,"isi dari pasal tersebut adalah: setiap orang yang melakukan perampasan nyawa orang, penganiayaan, perkosaan, perbuatan cabul, pencurian dengan kekerasan, atau perampasan kemerdekaan berdasarkan diskriminasi ras dan etnis, pidananya dapat ditambah 1/ 3 (satu per tiga)."
